86
      2.0000	9.72523155e-03
      2.0000	9.83960993e-03
      2.0000	1.00015715e-02
      2.0000	1.01710573e-02
      2.0000	1.03248435e-02
      2.0000	1.04520268e-02
      2.0000	1.05492995e-02
      2.0000	1.06174661e-02
      2.0000	1.06596944e-02
      2.0000	1.06806882e-02
      2.0000	1.06845383e-02
      2.0000	1.06764224e-02
      2.0000	1.06585546e-02
      2.0000	1.06348732e-02
      2.0000	1.06063780e-02
      2.0000	1.05759744e-02
      2.0000	1.05445780e-02
      2.0000	1.05127551e-02
      2.0000	1.04809572e-02
      2.0000	1.04502107e-02
      2.0000	1.04207507e-02
      2.0000	1.03925272e-02
      2.0000	1.03661442e-02
      2.0000	1.03408329e-02
      2.0000	1.03167639e-02
      2.0000	1.02951596e-02
      2.0000	1.02739141e-02
      2.0000	1.02546764e-02
      2.0000	1.02363975e-02
      2.0000	1.02200496e-02
      2.0000	1.02046761e-02
      2.0000	1.01902835e-02
      2.0000	1.01765180e-02
      2.0000	1.01642796e-02
      2.0000	1.01531231e-02
      2.0000	1.01423366e-02
      2.0000	1.01323762e-02
      2.0000	1.01233529e-02
      2.0000	1.01147072e-02
      2.0000	1.01068717e-02
      2.0000	1.00998600e-02
      2.0000	1.00931247e-02
      2.0000	1.00866590e-02
      2.0000	1.00809919e-02
      2.0000	1.00753840e-02
      2.0000	1.00705907e-02
      2.0000	1.00659528e-02
      2.0000	1.00616180e-02
      2.0000	1.00573604e-02
      2.0000	1.00537267e-02
      2.0000	1.00502870e-02
      2.0000	1.00469285e-02
      2.0000	1.00436687e-02
      2.0000	1.00411628e-02
      2.0000	1.00387144e-02
      2.0000	1.00357957e-02
      2.0000	1.00333992e-02
      2.0000	1.00317661e-02
      2.0000	1.00296620e-02
      2.0000	1.00276140e-02
      2.0000	1.00261216e-02
      2.0000	1.00242427e-02
      2.0000	1.00228208e-02
      2.0000	1.00215520e-02
      2.0000	1.00203633e-02
      2.0000	1.00186251e-02
      2.0000	1.00174575e-02
      2.0000	1.00169609e-02
      2.0000	1.00158709e-02
      2.0000	1.00148628e-02
      2.0000	1.00138304e-02
      2.0000	1.00134279e-02
      2.0000	1.00125782e-02
      2.0000	1.00116417e-02
      2.0000	1.00114516e-02
      2.0000	1.00111493e-02
      2.0000	1.00104375e-02
      2.0000	1.00103475e-02
      2.0000	1.00102338e-02
      2.0000	1.00103475e-02
      2.0000	1.00103475e-02
      2.0000	1.00104050e-02
      2.0000	1.00113109e-02
      2.0000	1.00116248e-02
      2.0000	1.00125613e-02
      0.0000	1.00125613e-02
