station,MAG_MEAN,STDEV
0,53587.6666666667,2.3094010767585
2,53590.25,3.30403793359983
4,53611.75,3.30403793359983
6,53766.2,26.5273443827308
6.5,53765.75,5.1234753829798
7,53746.5,10.6614570611463
7.5,53723.75,27.5726313579245
8,53705.5,4.04145188432738
10,53608.75,2.62995563967658
12,53589,1.73205080756888
14,53583.6666666667,1.52752523165195
