! COMMON_CURRENT
! Last column are apparent conductivities.
!  18

 -1.0000000E+02  0.0000000E+00 -1.0000000E+02  0.0000000E+00    6

 -9.0000000E+01  0.0000000E+00 -8.0000000E+01  0.0000000E+00   3.98117E+01   1.99885E-04
 -8.0000000E+01  0.0000000E+00 -7.0000000E+01  0.0000000E+00   8.44593E+00   3.14067E-04
 -7.0000000E+01  0.0000000E+00 -6.0000000E+01  0.0000000E+00   2.58529E+00   5.13014E-04
 -6.0000000E+01  0.0000000E+00 -5.0000000E+01  0.0000000E+00   1.11772E+00   7.11964E-04
 -5.0000000E+01  0.0000000E+00 -4.0000000E+01  0.0000000E+00   5.86459E-01   9.04610E-04
 -4.0000000E+01  0.0000000E+00 -3.0000000E+01  0.0000000E+00   2.86305E-01   1.32355E-03


 -9.0000000E+01  0.0000000E+00 -9.0000000E+01  0.0000000E+00    6

 -8.0000000E+01  0.0000000E+00 -7.0000000E+01  0.0000000E+00   4.47158E+01   1.77963E-04
 -7.0000000E+01  0.0000000E+00 -6.0000000E+01  0.0000000E+00   9.23186E+00   2.87329E-04
 -6.0000000E+01  0.0000000E+00 -5.0000000E+01  0.0000000E+00   2.74460E+00   4.83237E-04
 -5.0000000E+01  0.0000000E+00 -4.0000000E+01  0.0000000E+00   1.11543E+00   7.13424E-04
 -4.0000000E+01  0.0000000E+00 -3.0000000E+01  0.0000000E+00   4.83016E-01   1.09834E-03
 -3.0000000E+01  0.0000000E+00 -2.0000000E+01  5.0000000E+00   1.78891E-01   2.15057E-03


 -8.0000000E+01  0.0000000E+00 -8.0000000E+01  0.0000000E+00    6

 -7.0000000E+01  0.0000000E+00 -6.0000000E+01  0.0000000E+00   4.49193E+01   1.77157E-04
 -6.0000000E+01  0.0000000E+00 -5.0000000E+01  0.0000000E+00   9.29676E+00   2.85323E-04
 -5.0000000E+01  0.0000000E+00 -4.0000000E+01  0.0000000E+00   2.71751E+00   4.88054E-04
 -4.0000000E+01  0.0000000E+00 -3.0000000E+01  0.0000000E+00   9.60486E-01   8.28512E-04
 -3.0000000E+01  0.0000000E+00 -2.0000000E+01  5.0000000E+00   3.24784E-01   1.66166E-03
 -2.0000000E+01  5.0000000E+00 -1.0000000E+01  1.5000000E+01   1.52475E-01   2.75617E-03


 -7.0000000E+01  0.0000000E+00 -7.0000000E+01  0.0000000E+00    6

 -6.0000000E+01  0.0000000E+00 -5.0000000E+01  0.0000000E+00   4.50029E+01   1.76828E-04
 -5.0000000E+01  0.0000000E+00 -4.0000000E+01  0.0000000E+00   9.28148E+00   2.85793E-04
 -4.0000000E+01  0.0000000E+00 -3.0000000E+01  0.0000000E+00   2.49160E+00   5.32305E-04
 -3.0000000E+01  0.0000000E+00 -2.0000000E+01  5.0000000E+00   7.25284E-01   1.11897E-03
 -2.0000000E+01  5.0000000E+00 -1.0000000E+01  1.5000000E+01   3.00291E-01   1.97781E-03
 -1.0000000E+01  1.5000000E+01  0.0000000E+00  2.5000000E+01   2.39295E-01   1.80614E-03


 -6.0000000E+01  0.0000000E+00 -6.0000000E+01  0.0000000E+00    6

 -5.0000000E+01  0.0000000E+00 -4.0000000E+01  0.0000000E+00   4.50446E+01   1.76664E-04
 -4.0000000E+01  0.0000000E+00 -3.0000000E+01  0.0000000E+00   8.93164E+00   2.96987E-04
 -3.0000000E+01  0.0000000E+00 -2.0000000E+01  5.0000000E+00   2.14467E+00   6.32740E-04
 -2.0000000E+01  5.0000000E+00 -1.0000000E+01  1.5000000E+01   7.59447E-01   1.18414E-03
 -1.0000000E+01  1.5000000E+01  0.0000000E+00  2.5000000E+01   2.81489E-01   2.13265E-03
  0.0000000E+00  2.5000000E+01  1.0000000E+01  2.0000000E+01   3.79759E-01   6.90901E-04


 -5.0000000E+01  0.0000000E+00 -5.0000000E+01  0.0000000E+00    6

