86
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      2.0000	1.00000000e-02
      0.0000	1.00000000e-02
