  -1.5000000e+02  -1.5000000e+02   2.0000000e+01
  -1.5000000e+02  -1.1250000e+02   2.0000000e+01
  -1.5000000e+02  -7.5000000e+01   2.0000000e+01
  -1.5000000e+02  -3.7500000e+01   2.0000000e+01
  -1.5000000e+02   0.0000000e+00   2.0000000e+01
  -1.5000000e+02   3.7500000e+01   2.0000000e+01
  -1.5000000e+02   7.5000000e+01   2.0000000e+01
  -1.5000000e+02   1.1250000e+02   2.0000000e+01
  -1.5000000e+02   1.5000000e+02   2.0000000e+01
  -1.1250000e+02  -1.5000000e+02   2.0000000e+01
  -1.1250000e+02  -1.1250000e+02   2.0000000e+01
  -1.1250000e+02  -7.5000000e+01   2.0000000e+01
  -1.1250000e+02  -3.7500000e+01   2.0000000e+01
  -1.1250000e+02   0.0000000e+00   2.0000000e+01
  -1.1250000e+02   3.7500000e+01   2.0000000e+01
  -1.1250000e+02   7.5000000e+01   2.0000000e+01
  -1.1250000e+02   1.1250000e+02   2.0000000e+01
  -1.1250000e+02   1.5000000e+02   2.0000000e+01
  -7.5000000e+01  -1.5000000e+02   2.0000000e+01
  -7.5000000e+01  -1.1250000e+02   2.0000000e+01
  -7.5000000e+01  -7.5000000e+01   2.0000000e+01
  -7.5000000e+01  -3.7500000e+01   2.0000000e+01
  -7.5000000e+01   0.0000000e+00   2.0000000e+01
  -7.5000000e+01   3.7500000e+01   2.0000000e+01
  -7.5000000e+01   7.5000000e+01   2.0000000e+01
  -7.5000000e+01   1.1250000e+02   2.0000000e+01
  -7.5000000e+01   1.5000000e+02   2.0000000e+01
  -3.7500000e+01  -1.5000000e+02   2.0000000e+01
  -3.7500000e+01  -1.1250000e+02   2.0000000e+01
  -3.7500000e+01  -7.5000000e+01   2.0000000e+01
  -3.7500000e+01  -3.7500000e+01   2.0000000e+01
  -3.7500000e+01   0.0000000e+00   2.0000000e+01
  -3.7500000e+01   3.7500000e+01   2.0000000e+01
  -3.7500000e+01   7.5000000e+01   2.0000000e+01
  -3.7500000e+01   1.1250000e+02   2.0000000e+01
  -3.7500000e+01   1.5000000e+02   2.0000000e+01
   0.0000000e+00  -1.5000000e+02   2.0000000e+01
   0.0000000e+00  -1.1250000e+02   2.0000000e+01
   0.0000000e+00  -7.5000000e+01   2.0000000e+01
   0.0000000e+00  -3.7500000e+01   2.0000000e+01
   0.0000000e+00   0.0000000e+00   2.0000000e+01
   0.0000000e+00   3.7500000e+01   2.0000000e+01
   0.0000000e+00   7.5000000e+01   2.0000000e+01
   0.0000000e+00   1.1250000e+02   2.0000000e+01
   0.0000000e+00   1.5000000e+02   2.0000000e+01
   3.7500000e+01  -1.5000000e+02   2.0000000e+01
   3.7500000e+01  -1.1250000e+02   2.0000000e+01
   3.7500000e+01  -7.5000000e+01   2.0000000e+01
   3.7500000e+01  -3.7500000e+01   2.0000000e+01
   3.7500000e+01   0.0000000e+00   2.0000000e+01
   3.7500000e+01   3.7500000e+01   2.0000000e+01
   3.7500000e+01   7.5000000e+01   2.0000000e+01
   3.7500000e+01   1.1250000e+02   2.0000000e+01
   3.7500000e+01   1.5000000e+02   2.0000000e+01
   7.5000000e+01  -1.5000000e+02   2.0000000e+01
   7.5000000e+01  -1.1250000e+02   2.0000000e+01
   7.5000000e+01  -7.5000000e+01   2.0000000e+01
   7.5000000e+01  -3.7500000e+01   2.0000000e+01
   7.5000000e+01   0.0000000e+00   2.0000000e+01
   7.5000000e+01   3.7500000e+01   2.0000000e+01
   7.5000000e+01   7.5000000e+01   2.0000000e+01
   7.5000000e+01   1.1250000e+02   2.0000000e+01
   7.5000000e+01   1.5000000e+02   2.0000000e+01
   1.1250000e+02  -1.5000000e+02   2.0000000e+01
   1.1250000e+02  -1.1250000e+02   2.0000000e+01
   1.1250000e+02  -7.5000000e+01   2.0000000e+01
   1.1250000e+02  -3.7500000e+01   2.0000000e+01
   1.1250000e+02   0.0000000e+00   2.0000000e+01
   1.1250000e+02   3.7500000e+01   2.0000000e+01
   1.1250000e+02   7.5000000e+01   2.0000000e+01
   1.1250000e+02   1.1250000e+02   2.0000000e+01
   1.1250000e+02   1.5000000e+02   2.0000000e+01
   1.5000000e+02  -1.5000000e+02   2.0000000e+01
   1.5000000e+02  -1.1250000e+02   2.0000000e+01
   1.5000000e+02  -7.5000000e+01   2.0000000e+01
   1.5000000e+02  -3.7500000e+01   2.0000000e+01
   1.5000000e+02   0.0000000e+00   2.0000000e+01
   1.5000000e+02   3.7500000e+01   2.0000000e+01
   1.5000000e+02   7.5000000e+01   2.0000000e+01
   1.5000000e+02   1.1250000e+02   2.0000000e+01
   1.5000000e+02   1.5000000e+02   2.0000000e+01
