1 9 1
-145.000000 -150.000000 20.000000
-145.292893 -149.292893 20.000000
-146.000000 -149.000000 20.000000
-146.707107 -149.292893 20.000000
-147.000000 -150.000000 20.000000
-146.707107 -150.707107 20.000000
-146.000000 -151.000000 20.000000
-145.292893 -150.707107 20.000000
-145.000000 -150.000000 20.000000
2 9 1
-145.000000 -112.500000 20.000000
-145.292893 -111.792893 20.000000
-146.000000 -111.500000 20.000000
-146.707107 -111.792893 20.000000
-147.000000 -112.500000 20.000000
-146.707107 -113.207107 20.000000
-146.000000 -113.500000 20.000000
-145.292893 -113.207107 20.000000
-145.000000 -112.500000 20.000000
3 9 1
-145.000000 -75.000000 20.000000
-145.292893 -74.292893 20.000000
-146.000000 -74.000000 20.000000
-146.707107 -74.292893 20.000000
-147.000000 -75.000000 20.000000
-146.707107 -75.707107 20.000000
-146.000000 -76.000000 20.000000
-145.292893 -75.707107 20.000000
-145.000000 -75.000000 20.000000
4 9 1
-145.000000 -37.500000 20.000000
-145.292893 -36.792893 20.000000
-146.000000 -36.500000 20.000000
-146.707107 -36.792893 20.000000
-147.000000 -37.500000 20.000000
-146.707107 -38.207107 20.000000
-146.000000 -38.500000 20.000000
-145.292893 -38.207107 20.000000
-145.000000 -37.500000 20.000000
5 9 1
-145.000000 0.000000 20.000000
-145.292893 0.707107 20.000000
-146.000000 1.000000 20.000000
-146.707107 0.707107 20.000000
-147.000000 0.000000 20.000000
-146.707107 -0.707107 20.000000
-146.000000 -1.000000 20.000000
-145.292893 -0.707107 20.000000
-145.000000 -0.000000 20.000000
6 9 1
-145.000000 37.500000 20.000000
-145.292893 38.207107 20.000000
-146.000000 38.500000 20.000000
-146.707107 38.207107 20.000000
-147.000000 37.500000 20.000000
-146.707107 36.792893 20.000000
-146.000000 36.500000 20.000000
-145.292893 36.792893 20.000000
-145.000000 37.500000 20.000000
7 9 1
-145.000000 75.000000 20.000000
-145.292893 75.707107 20.000000
-146.000000 76.000000 20.000000
-146.707107 75.707107 20.000000
-147.000000 75.000000 20.000000
-146.707107 74.292893 20.000000
-146.000000 74.000000 20.000000
-145.292893 74.292893 20.000000
-145.000000 75.000000 20.000000
8 9 1
-145.000000 112.500000 20.000000
-145.292893 113.207107 20.000000
-146.000000 113.500000 20.000000
-146.707107 113.207107 20.000000
-147.000000 112.500000 20.000000
-146.707107 111.792893 20.000000
-146.000000 111.500000 20.000000
-145.292893 111.792893 20.000000
-145.000000 112.500000 20.000000
9 9 1
-145.000000 150.000000 20.000000
-145.292893 150.707107 20.000000
-146.000000 151.000000 20.000000
-146.707107 150.707107 20.000000
-147.000000 150.000000 20.000000
-146.707107 149.292893 20.000000
-146.000000 149.000000 20.000000
-145.292893 149.292893 20.000000
-145.000000 150.000000 20.000000
10 9 1
-107.500000 -150.000000 20.000000
-107.792893 -149.292893 20.000000
-108.500000 -149.000000 20.000000
-109.207107 -149.292893 20.000000
-109.500000 -150.000000 20.000000
-109.207107 -150.707107 20.000000
-108.500000 -151.000000 20.000000
-107.792893 -150.707107 20.000000
-107.500000 -150.000000 20.000000
11 9 1
-107.500000 -112.500000 20.000000
-107.792893 -111.792893 20.000000
-108.500000 -111.500000 20.000000
-109.207107 -111.792893 20.000000
-109.500000 -112.500000 20.000000
-109.207107 -113.207107 20.000000
-108.500000 -113.500000 20.000000
-107.792893 -113.207107 20.000000
-107.500000 -112.500000 20.000000
12 9 1
-107.500000 -75.000000 20.000000
-107.792893 -74.292893 20.000000
-108.500000 -74.000000 20.000000
-109.207107 -74.292893 20.000000
-109.500000 -75.000000 20.000000
-109.207107 -75.707107 20.000000
-108.500000 -76.000000 20.000000
-107.792893 -75.707107 20.000000
-107.500000 -75.000000 20.000000
13 9 1
-107.500000 -37.500000 20.000000
-107.792893 -36.792893 20.000000
-108.500000 -36.500000 20.000000
-109.207107 -36.792893 20.000000
-109.500000 -37.500000 20.000000
-109.207107 -38.207107 20.000000
-108.500000 -38.500000 20.000000
-107.792893 -38.207107 20.000000
-107.500000 -37.500000 20.000000
14 9 1
